C0_CD4_FOXP3_nam,C0_CD4_FOXP3_pva,C0_CD4_FOXP3_log,C1_CD8_HAVCR2_nam,C1_CD8_HAVCR2_pva,C1_CD8_HAVCR2_log,C2_CD8_GZMK_nam,C2_CD8_GZMK_pva,C2_CD8_GZMK_log,C4_CD4_CCR7_nam,C4_CD4_CCR7_pva,C4_CD4_CCR7_log,C5_CD8_GZMK_nam,C5_CD8_GZMK_pva,C5_CD8_GZMK_log,C6_CD8_ZNF683_nam,C6_CD8_ZNF683_pva,C6_CD8_ZNF683_log,C7_CD8_ZNF683_nam,C7_CD8_ZNF683_pva,C7_CD8_ZNF683_log,C8_CD4_CXCL13_nam,C8_CD4_CXCL13_pva,C8_CD4_CXCL13_log,C9_CD4_EZH2_nam,C9_CD4_EZH2_pva,C9_CD4_EZH2_log
RGS18,0.970710559,0.3950563,PRSS21,0.917278516,-0.10442466,CNOT6,0.987831661,0.042452138,LZTS1,0.990070568,0.22206852,POGLUT1,0.892989598,0.15113246,VSIG10L,0.902624793,1.6548394,PDCD6,0.868297418,0.07491184,RAB28,0.219831701,0.6009479,ZMYND8,0.041973856,0.9665127
LTC4S,0.970710559,0.22259372,SCD5,0.917170807,0.005550082,SOX17,0.988043795,-0.025838122,PZP,0.990103121,0.06172427,UBE2V1,0.892952869,-0.4946055,ZNF449,0.902643523,0.7397235,FAM102B,0.868431521,0.71073383,AQP1,0.21986316,2.4513457,DNAJC21,0.042020317,1.3232269
CTDSPL,0.970784087,0.43455657,NKIRAS1,0.91714388,-0.015333434,ITGAV,0.9880741,0.20378688,TCF7L1,0.990103121,0.2882221,ZBTB32,0.892108174,-0.41298264,FUT2,0.902662253,1.610091,CUL2,0.868488995,0.099243656,STX11,0.220125438,0.99042463,LENG1,0.042024543,0.6465483
ADCY9,0.97084536,0.3355632,POLR2J2,0.917130417,-0.015286568,GNGT2,0.988119558,0.20895787,CLIP2,0.990135675,0.106294475,PLXNB1,0.892108174,-0.6677266,LYNX1,0.902662253,1.68553,SPRY2,0.868661421,0.6520317,PHACTR4,0.220377437,0.7890611,DHCR7,0.042032996,1.6839255
ZNF844,0.970882124,0.32056326,PARP4,0.917036174,0.13690057,KMT2D,0.988271083,0.056241684,ANKEF1,0.990168229,0.094781846,PLD6,0.892108174,-0.6020127,IGSF6,0.902680983,0.878041,NAA16,0.868833854,0.18612723,FBXL12,0.220514023,1.2133684,ARAP2,0.042037222,0.24183343
AGBL5,0.970918888,0.38241738,ZNF621,0.917022711,0.05171484,DECR2,0.988634745,0.37723023,MBTPS2,0.990233337,0.10375214,MORC4,0.892108174,-0.66217047,B3GNT8,0.902680983,0.72307897,EVA1B,0.868987132,0.5354626,PAFAH2,0.220640155,1.7422547,CERS2,0.042092206,0.67693186
TMEM8B,0.970955652,0.2969509,ALAS1,0.916982321,0.1406154,UQCC1,0.988695356,0.17761844,VASN,0.990233337,-0.1584459,KLHL2,0.892108174,-0.62810993,MAPT,0.902699714,1.5301456,EID2B,0.868987132,0.65289354,SEC61A1,0.220640155,0.31667897,TMUB2,0.04210067,0.7843851
C2CD2,0.970980162,0.37513712,POLR3F,0.916955395,0.08195053,CARD10,0.988725661,0.7461578,ITPK1,0.990249614,0.13642627,DEPDC1B,0.892108174,-0.31373537,CDC42EP2,0.902699714,1.6524136,YBX3,0.869025453,0.03027483,R3HCC1,0.220787376,0.53860134,INO80,0.042232052,1.2197134
FAM219A,0.971029181,0.33465874,LAMA4,0.916928469,-0.31499594,ZNF471,0.988725661,0.6896287,ARFGEF1,0.990265891,0.0976154,LSM14B,0.892108174,-0.5020384,ADAMTSL4,0.902699714,1.7114401,BLOC1S3,0.869044613,0.560645,PSD4,0.220892576,0.6453224,PPM1M,0.042261767,0.93379354
ITGB4,0.971029181,0.2906212,CAMK2N1,0.916901543,-0.243842,DYSF,0.988725661,0.5450313,IDUA,0.990298445,0.1387715,MYO7A,0.892108174,-0.47643504,BBS5,0.902699714,1.7680198,DNAJC25,0.869044613,0.6155359,PPP3CB,0.220934667,0.8709,LETMD1,0.042334006,0.68226296
TBC1D17,0.9710782,0.17981629,PMS2,0.916820765,0.09592497,EREG,0.988725661,0.65178204,SOX11,0.990298445,-0.14169921,C1orf112,0.892108174,-0.6810037,RASSF9,0.902699714,1.7079608,SLMAP,0.869351189,0.1434079,PABPC4,0.221039918,0.6976906,CPT1A,0.042338258,1.4867511
ARRB1,0.971090455,0.2695438,RC3H2,0.916820765,0.078291796,MGAT3,0.988725661,1.2656093,C1QTNF6,0.990330999,0.1630392,DECR2,0.892108174,-0.66494375,KLHDC4,0.902699714,0.15868872,VBP1,0.869408674,0.006454164,HNRNPH1,0.221187329,0.046882275,MEI1,0.042410607,0.7688726
TNIK,0.971114965,0.17512375,WNT10A,0.916672676,-0.28983358,CYB5R2,0.988725661,1.2070976,C9orf64,0.990347276,0.26220283,DSEL,0.892071451,-0.83968866,DUSP8,0.902774635,1.5478427,MMAA,0.869427836,0.5512873,MOV10,0.221197861,1.4812601,CCND3,0.042431906,0.21425317
ANKIB1,0.971237514,0.1859213,PDXDC1,0.916578438,0.12106624,INTU,0.988725661,0.51959556,PAMR1,0.990363553,-0.05714697,BCO2,0.892071451,-0.77139354,FBXW4,0.902774635,0.28471938,ELAVL1,0.869542808,0.11557415,TRMT1L,0.221408579,1.3930913,ANKRD37,0.042453214,1.1285856
POLR1C,0.971237514,0.21701518,CLCN3,0.916538051,0.05373824,CALCRL,0.988755967,0.455519,HIBCH,0.990526323,0.031862065,ZNF615,0.892034728,-1.0457507,ZNF578,0.902812096,1.5051001,POLR2D,0.869581133,0.2179393,MRPS18A,0.221513991,0.5614574,ZNF346,0.042709617,2.891874
MED22,0.971249769,0.20519485,KRBOX4,0.916430353,-0.044181284,SIGLEC1,0.988755967,0.49963728,NMB,0.990623985,0.2890359,ETV5,0.891998006,-0.9899627,SPATA18,0.902812096,1.4636564,HINFP,0.869715273,0.4718401,NUDT18,0.221524535,1.1246042,TOR1AIP1,0.042743903,0.54893
SUGCT,0.971274278,0.18882026,MRGBP,0.916389967,0.13737711,NKAIN4,0.988755967,0.6146836,SSH3,0.990656539,0.1668482,AGER,0.891961283,-1.0714655,METTL25,0.902830826,0.35981116,TESC,0.869772762,0.20122604,RNF34,0.221556166,0.49889246,EBAG9,0.042743903,0.6224525
RMDN2,0.971298788,0.24139902,CNEP1R1,0.916336119,0.10855565,ZBED8,0.988755967,0.7164676,PLXDC2,0.99070537,0.0203786,ZFHX3,0.891961283,-0.89059544,WRAP73,0.903167986,0.17694123,RAB40B,0.869791925,0.5229431,OAT,0.221735475,0.40270847,ING1,0.042761055,1.502516
TUBB2B,0.971298788,0.19138351,IRF4,0.916309195,0.0643352,HOXD8,0.988755967,0.64125204,ZBTB41,0.990754202,-0.03961218,GPRC5C,0.891961283,-0.9735508,PSMD1,0.903336572,0.15183702,SLC41A1,0.869849416,0.48271227,MCPH1,0.221767128,1.0388451,ALDH2,0.042816838,2.3405707
TRAF3IP1,0.971323298,0.21627471,ZBTB18,0.916214962,0.03563472,STRA6,0.988755967,0.59226215,SERPINF1,0.990835587,0.005323411,MBLAC2,0.891924561,-0.99208117,MRPL57,0.903430233,0.06555149,SUGT1,0.870117713,0.13180953,RRM1,0.221925444,1.1107116,PGGT1B,0.042885578,0.9905679
PXMP4,0.971507123,0.39520246,SNX30,0.916107268,-0.38279524,HKDC1,0.988786272,0.29389492,PPP1R3E,0.990949527,0.18321301,NPIPB4,0.891924561,-1.1810416,RAP1A,0.903561361,0.07320807,INTS2,0.870213537,0.4882326,GIMAP8,0.221946559,1.1878685,ANAPC2,0.042924285,1.2540444
WDR44,0.97166644,0.14109193,SYNPO,0.916107268,-0.25687698,ARHGEF17,0.988786272,0.25011522,KAT2A,0.990965804,0.32690248,TMED8,0.8919062,-0.19137314,BCAM,0.903636292,0.104975365,HNMT,0.870232703,0.46065578,LAS1L,0.221978234,1.1236507,FNDC3A,0.042984556,1.147681
SURF4,0.971801247,0.10889154,TUBG2,0.916080345,-0.2697113,ZNF300,0.988786272,0.3387751,TCEA3,0.99104719,0.022459824,BCL9,0.891887839,-1.1311249,BLOC1S3,0.904048429,0.18635166,CHCHD5,0.870405192,0.10592042,DDX58,0.222094404,0.9376512,IDH3A,0.043139865,1.3413526
ZNF564,0.971899289,0.13559517,HIC2,0.916080345,-0.40113986,ZP3,0.988786272,0.48016188,PACSIN2,0.991193684,0.11009378,VSIG10,0.891887839,-0.9983587,EI24,0.904498063,0.1570426,ZDHHC13,0.870481855,0.26693094,SCAMP4,0.222792335,0.73236823,CASP2,0.04323501,1.8480722
DOT1L,0.971899289,0.23431613,FOXM1,0.916053422,0.15338497,ADCY6,0.988786272,0.9049797,ZNF43,0.991356456,0.22171284,L3MBTL3,0.891869478,0.22911559,B4GALT5,0.904516798,0.32297668,DKC1,0.870501021,0.14801398,SMARCB1,0.222877039,0.38391912,RASSF5,0.043356359,0.04029847
ATP6V1B1,0.972034097,-0.1248146,PSME2,0.916013038,-0.063038394,NFASC,0.988786272,0.54826677,GSTO2,0.991405288,-0.012718456,MCC,0.891851117,-1.1422615,VPS13C,0.904872781,0.11730766,ASCC1,0.870539354,0.27856514,AP2A2,0.223110095,0.6987824,FLAD1,0.043434521,1.0180446
CHIC1,0.97226695,0.10322517,RBM19,0.91593227,0.19451658,PDE1A,0.988786272,0.28529865,ZNF75A,0.991421565,0.08362867,DBR1,0.891740954,0.02870173,PCNA,0.904947727,0.12763515,NAPG,0.87055852,0.27000356,LYN,0.223311511,1.823565,POLR2M,0.043547633,1.379716
ZNHIT2,0.972291461,0.17262176,ZFP28,0.915918809,-0.3021478,CPEB2,0.988786272,0.27940363,MNDA,0.991470397,-0.008220127,LRRC8C,0.891594072,0.16289717,OGFRL1,0.905191308,0.34821594,DHRS13,0.870596853,0.4419129,AGPS,0.223587343,1.0503166,HIBCH,0.043591203,0.8649431
UBFD1,0.97248755,0.3993478,MPZL2,0.915891886,-0.36358583,GP1BA,0.988786272,0.46014294,FAM122C,0.991861052,0.13401663,SNTA1,0.891520632,-1.2980435,PPP1R14B,0.905191308,0.23116913,U2SURP,0.870635187,0.053514257,TUSC3,0.223672263,1.721612,AGPAT5,0.043652264,2.7172616
ATMIN,0.972708151,0.22502135,GNB4,0.915864964,-0.36445794,PTPRO,0.988816578,0.3706954,ATXN7L3,0.992170322,0.20198755,SESN2,0.891520632,0.09960112,RIOK3,0.905378684,0.10633325,CFI,0.870865192,0.45722422,DHX16,0.223842173,1.1765693,THOC1,0.043687188,1.3090633
MPND,0.97300229,0.53181297,UBE2Z,0.91581112,0.1677968,ZNF418,0.988816578,0.32658032,ELMO3,0.992170322,0.4718117,LONRF1,0.891483913,-1.4311261,TMED4,0.905528589,0.08391461,ZNF83,0.871114378,0.20575462,ZNF37A,0.223948414,0.6731446,RSRP1,0.043709027,0.23639986
ZNF345,0.973051313,0.31516337,AGAP6,0.91581112,-0.37809592,FGF22,0.988816578,0.13294084,RELT,0.992219154,0.31639892,CRAMP1,0.891447194,-1.4176356,UBE2M,0.905734713,0.50872284,CERS5,0.871133546,0.19273084,OCEL1,0.224235444,0.70921403,SLC25A6,0.043713396,0.89499277
STAT5B,0.973149361,0.22818588,PDPN,0.915757276,-0.50301474,PRRG3,0.988816578,0.40619418,FCGR2A,0.992316819,0.17152563,ITGA5,0.890969866,0.18513578,CTNNAL1,0.905978323,0.4545212,IRF7,0.871191053,0.12529531,UIMC1,0.224341818,1.116334,NSUN5,0.043752734,0.47067276
CLCN7,0.973173873,0.24400893,L2HGDH,0.915703432,-0.47595352,TACC2,0.988816578,0.29235217,ZNF48,0.992349373,0.19147123,SLC25A36,0.890676145,0.14828102,FAH,0.905978323,0.4320615,ANKMY2,0.87124856,0.41365567,SUSD6,0.224565321,0.7441284,OXSR1,0.043757107,1.4428456
ZNF107,0.973210641,0.16044027,URB2,0.915703432,-0.39623913,RAB3IL1,0.988816578,0.27681822,CXorf56,0.992430761,0.18873559,PPP1R12B,0.890621074,0.03520431,CKAP5,0.906278162,0.29779395,DBNDD1,0.871325237,3.340471,BMI1,0.224597263,1.2111572,TMEM120A,0.043818364,0.8846509
EHD4,0.97327192,0.21016371,COPZ2,0.91567651,-0.52489215,PTPRB,0.988816578,0.262788,BCL2L13,0.992447038,0.23755622,TM9SF4,0.890492578,0.14346236,ADRM1,0.906334383,0.0554206,FGD6,0.871555276,2.7227998,ATXN7L1,0.224597263,1.3268629,PITPNM1,0.04382712,1.273576
MET,0.973443505,0.44751206,UBTD2,0.915649589,-0.44213536,AGBL3,0.988816578,0.329651,KRIT1,0.992463316,0.1392215,BUB1,0.89016217,0.41631502,CCDC43,0.906353124,0.3426499,CSDE1,0.871651128,0.030275911,SPATA13,0.224682457,0.27504292,NKTR,0.043879693,0.12905723
FAM110B,0.973468017,0.6140724,PTK2,0.915649589,-0.5735399,PSD,0.988816578,0.20471355,SLC30A4,0.992463316,0.21185851,RCOR1,0.89016217,-0.3086928,IPO5,0.90650305,0.28313902,DDR2,0.872015385,1.4248176,RGP1,0.224693108,0.6270412,IP6K1,0.04388846,1.1879601
PHF7,0.973468017,0.37774453,LASP1,0.915636128,0.113510385,DYNC2H1,0.988846883,0.30307028,CDC42EP1,0.99256098,0.21706149,GTF3C4,0.89016217,-0.35430765,KXD1,0.90665298,0.12909292,INTS1,0.872187938,0.36696914,THADA,0.224746368,1.0081179,PARVB,0.04391477,1.5758436
TMEM204,0.973529298,0.021795945,CBY1,0.915568825,0.0946377,CADPS2,0.988846883,0.26280504,TRIM47,0.992593535,0.13700165,AGBL5,0.89016217,0.005803333,EIF2B3,0.906671721,0.2675516,TMEM241,0.872360496,1.3104668,TMEM41A,0.224820947,0.9328721,TRIM11,0.044020146,0.95255464
USP49,0.973566066,0.6272198,FZD6,0.915514983,-0.61443007,TBX6,0.988846883,0.25623223,ZFP57,0.99262609,0.215449,PTGR1,0.890107104,-0.27086937,TMTC3,0.906709204,0.6295868,KIZ,0.872456365,0.21808532,PCM1,0.224884886,0.09015765,SRPRB,0.044064115,0.335121
ZNF717,0.973615091,0.43126214,MSRB3,0.915461141,-0.6155065,ROBO4,0.988846883,0.3075761,TRAK1,0.992642368,0.29254234,GK,0.890052039,-0.39258763,APOBEC3D,0.906765429,0.095715135,USP30,0.872513886,1.3344384,NUDT3,0.224938179,0.4660602,RIT1,0.044072913,0.96405995
PPIP5K1,0.973688628,0.45867026,EEF2K,0.91542076,0.11761341,HOXA7,0.988846883,0.26609284,ZMYM4,0.992642368,0.20483255,ZNF100,0.889978619,-0.4369901,PMP22,0.906821655,0.33161914,NEURL1,0.872513886,1.2600371,ARCN1,0.225012804,0.66307867,DIAPH3,0.044081713,6.9850388
DARS2,0.973700884,0.6663574,CHORDC1,0.915407299,0.14387086,ABCA1,0.988846883,0.28442582,ZFP30,0.992658645,0.12296706,EIF5A2,0.889795074,-0.22557822,INO80B,0.907027819,0.65793735,FGFBP3,0.872533061,0.2683689,DPYD,0.225098111,0.92605424,LYRM1,0.044103719,0.69370717
TUBGCP4,0.973725397,0.19953756,KDELR3,0.915393839,-0.66794324,EGFL8,0.988846883,-0.001947404,PDPN,0.9926912,0.16233546,DOLK,0.889721657,-0.46971214,CD40,0.907027819,0.6487924,IPO4,0.872552235,1.2297343,RAP2B,0.225247454,0.41152704,ELMO1,0.044121331,0.86214083
AK5,0.973737653,0.4949181,DSN1,0.915205397,0.15346992,CYP39A1,0.988846883,0.003013332,KIAA1841,0.99275631,0.14272396,PIFO,0.889684949,-0.5561134,FRMD4B,0.907102789,0.14832349,CNRIP1,0.872628932,1.2312013,RRN3,0.225258124,1.0121021,SEH1L,0.044156571,1.6936718
RAB3D,0.973762165,0.31927815,CDC42EP1,0.915138098,-0.8033977,COBL,0.988877188,-0.3990099,CUBN,0.992853975,0.03392698,WDR27,0.889611534,-0.57523006,PCIF1,0.907252732,0.21509355,EPS15,0.872628932,0.046282887,MTX2,0.225268794,0.61678064,EIF4E3,0.044275684,1.113841
USP44,0.973835703,0.4671285,TGFA,0.914855447,-1.0945338,KIF26B,0.988877188,-0.11645953,GAS2L1,0.99288653,-0.005805527,HES6,0.889574827,-0.5816006,IQCB1,0.907252732,0.4647027,TMEM223,0.872648107,0.09906621,SIL1,0.225364844,0.8809387,CDK19,0.044337553,2.0100183
ZNF251,0.973835703,0.297916,SPOCK1,0.914855447,-0.9443212,SDK2,0.988877188,-0.30914852,GAS7,0.992935363,0.09565818,GANC,0.889097655,-0.62314314,KIAA0232,0.907271475,0.2515836,CFH,0.872839857,0.19911304,LSG1,0.225375518,1.4302926,TNF,0.044594645,0.41585425
BBOF1,0.973909241,0.29095364,EXO1,0.914855447,-0.3617871,ETV5,0.988877188,0.3191528,METTL15,0.993081861,0.08229591,NR2F2,0.889097655,-0.64517695,EPB41L2,0.907365191,0.59563106,PPARA,0.872878208,0.31717634,ERV3-1,0.22562112,0.6759525,RAB9A,0.044603533,0.34393093
GOLGA6L4,0.973982779,0.266975,TSPAN15,0.914855447,-1.0701236,HOXA5,0.988877188,-0.014549854,HYI,0.993098139,0.19782013,ARAP1,0.889079303,0.17774034,PRKACA,0.907440165,0.3042381,PANK1,0.872935735,1.0222853,RBM22,0.225717278,0.43656194,GLYCTK,0.044603533,2.6639454
SRCAP,0.974056317,0.23886922,NEDD4,0.914855447,-0.8075064,HDAC7,0.988877188,0.08737725,ACBD4,0.993130694,0.12183882,SULF2,0.889042599,0.22453839,TBC1D10B,0.907458909,0.45704108,KLK8,0.872974086,0.8954647,SLC35C2,0.225717278,0.35690725,NUDT16,0.04465689,1.2788544
FRMD4A,0.974105343,0.17835967,SPATA7,0.914855447,-0.87886995,MICU1,0.988952952,0.16213503,PAGR1,0.993163249,0.36153838,ZNF564,0.889024248,-0.723974,DUS3L,0.907552628,0.37596235,ZMYND8,0.872993262,0.09804339,AASDH,0.225866914,0.98890597,STX7,0.044737026,0.9639634
ZNF675,0.974301446,0.22795556,SYNM,0.914855447,-1.0312055,CRAMP1,0.988968105,0.21770777,TYK2,0.993179526,0.18464781,TRIM16,0.888840733,-0.23505023,BEX5,0.907627604,0.22128619,VPS13B,0.873012438,0.3237468,PITPNB,0.226177099,0.43984455,TMEM168,0.044897664,1.5961711
GLB1L,0.974350473,0.16732909,DAAM2,0.914828528,-1.1864934,BRPF1,0.988968105,0.13002175,OLA1,0.993195804,0.16601348,SNAPC1,0.888620523,-0.002651539,ABCB10,0.907702581,0.6810061,EEF1E1,0.873031614,0.15906882,NHLRC3,0.226187801,0.26793805,VPS33A,0.044924484,1.5294149
PHF20L1,0.974374986,0.12731792,POLE2,0.914828528,-0.8055077,MBLAC2,0.989119632,0.27624962,USP19,0.993228359,0.31490934,CCNB2,0.888473722,0.17548062,TBCE,0.907908771,0.50665313,ZNF487,0.873165849,0.9376338,TFRC,0.226444745,0.5233628,GPATCH2L,0.044933427,0.67783743
PYROXD2,0.974399499,0.22957458,MMP15,0.914828528,-1.2242025,ACO2,0.989119632,0.10798048,BAG2,0.993374858,0.18204182,SETD1A,0.887959946,-0.26530275,C11orf21,0.907908771,0.23159355,ZNF787,0.873165849,0.95146143,SBF2,0.226626872,1.2695858,TAGLN,0.045081204,0.5151766
GNA12,0.974436268,0.2772919,S100A5,0.914828528,-1.157383,FAM20B,0.989240855,0.10886332,TOPBP1,0.993553912,0.20939614,CYP27A1,0.887904902,-23.117435,HAPLN3,0.908077477,0.17732161,ZNF28,0.87328091,0.844502,NKAP,0.226626872,0.2608399,PUS7L,0.045130554,0.49619028
MRPL36,0.974448525,0.124288306,C1orf53,0.914828528,-0.9455749,DICER1,0.989316619,0.095048636,TOPORS,0.993586467,0.084846325,CYB5D1,0.887904902,-23.190523,ZNF519,0.908077477,0.5303335,NDST2,0.87328091,1.0036501,STT3A,0.226991442,1.0299603,PPP2CB,0.0453194,1.8837312
SZT2,0.974460782,0.25433138,POU6F1,0.914828528,-1.1314753,LONRF1,0.989331771,0.32961556,YLPM1,0.99384691,0.136246,IRAK2,0.887904902,-23.193846,SPTLC1,0.908077477,0.42143214,BOC,0.87328091,0.93749416,ARMT1,0.227195353,1.5316889,EDRF1,0.045409561,1.3363312
RECK,0.974607861,0.37286034,MLPH,0.91480161,-1.1370287,PTGFRN,0.989331771,0.11932966,TNFRSF10B,0.994009687,0.09178031,MMP25,0.887904902,-23.438654,ZKSCAN4,0.908152459,0.7798351,RUNDC1,0.873376796,0.19818978,MAP3K8,0.227206089,0.4862359,SRD5A3,0.045436638,1.779249
SENP7,0.974840739,0.11668463,DHCR7,0.91480161,0.24515162,AGER,0.989362077,0.14726314,GSPT2,0.99405852,0.21452905,ARHGEF35,0.887904902,-23.190584,PSMG4,0.908208696,0.104037486,NT5DC2,0.873587753,0.87071747,CC2D1A,0.227291989,0.9945309,D2HGDH,0.045567706,1.0425605
ACYP1,0.974963307,0.2038138,GDPD3,0.91480161,-1.2374508,NTPCR,0.98937723,0.089777246,DBT,0.994091075,0.101122536,DGCR6,0.887904902,-23.234478,PHF14,0.908208696,0.046455096,PBX1,0.873798718,0.57538575,TLE1,0.22736717,1.2160524,UBE2G1,0.045608446,0.8361273
HTATIP2,0.975147161,0.1939278,PID1,0.91480161,-1.0861194,SDF2,0.989543911,0.07696521,AP1AR,0.994335242,0.5090155,MCM10,0.887904902,-22.263536,PRPF18,0.908208696,0.14202823,SPATA2L,0.874220676,0.29642558,TBC1D9B,0.227517585,1.3828518,NEK2,0.045612975,6.2264576
SP140,0.975232959,0.14877711,ABCA3,0.91480161,-1.0822814,ZNF561,0.98958937,0.015403481,CKB,0.994384075,0.011035661,MFAP3,0.887904902,-23.328236,SMKR1,0.908227441,0.5207905,FCGR2B,0.874278219,0.6649026,PUM3,0.227732587,0.59457004,CDK12,0.045635624,0.4531287
TMEM209,0.975331015,0.15106839,LRFN4,0.91480161,-1.0141193,ERCC6,0.989604523,0.029019052,SEC24D,0.994432908,0.13916978,CDC6,0.887904902,-22.641108,ZNF699,0.908227441,0.5333134,DDX31,0.874316581,0.5214592,ZNF281,0.227883175,0.42989674,PGS1,0.045676416,1.0944824
SMIM10L1,0.975465843,0.12273575,MEIG1,0.91480161,-1.1138844,MCOLN1,0.989619676,0.19092461,ZFYVE19,0.994449186,0.2729863,CAPSL,0.887904902,-23.385098,BAIAP2,0.908302425,0.6367184,SMC1A,0.874316581,0.12641881,ZFYVE27,0.228033834,1.053245,RASA2,0.045694556,0.37407246
EEF2K,0.975551642,0.16245869,LHFPL2,0.914774691,-1.2131009,ETF1,0.989710593,0.23647748,TMIGD2,0.994465464,0.066115126,RAB15,0.887904902,-23.056467,PWWP2B,0.908302425,0.61024153,SLFN12,0.874393306,0.6581012,GCDH,0.228044598,0.64914936,ORC4,0.045739931,0.9439747
ASB6,0.975600671,0.37026164,BAALC,0.914774691,-1.243133,ZNF213,0.989786358,0.028384062,GRSF1,0.994579408,0.12399409,CDC45,0.887904902,-22.557528,KHK,0.908377409,0.76380634,XAB2,0.874412487,0.16567914,NSUN4,0.228152258,1.6276573,TRMU,0.045753551,1.4169029
MANSC1,0.975882587,0.42686683,KIF13A,0.914774691,-1.2727656,LMO7,0.989816664,0.09609743,NUAK2,0.994660797,0.24167415,CCNI2,0.887904902,-23.020597,AXL,0.908564873,1.0010861,BEX1,0.874431669,0.7100775,DDX60L,0.228184563,0.77530694,LRRC40,0.045780802,1.6715735
RBM34,0.975907101,0.2140506,TAS2R4,0.914774691,-1.3292481,GPAA1,0.98984697,0.0907922,ATG13,0.994725909,0.16174634,FLT1,0.887904902,-23.120258,ZNF257,0.908677354,0.92733926,TANGO2,0.874738583,0.30144772,ACD,0.228356912,0.6343034,RAP2C,0.045894492,0.91154164
PPME1,0.976090961,0.22599366,PLSCR4,0.914774691,-1.4006816,ANAPC7,0.989907582,0.22531693,RNF144A,0.99479102,0.22230752,ZBED6CL,0.887904902,-23.428967,GLMP,0.908696101,0.19071724,MVK,0.874776948,0.62705106,SERINC3,0.228432344,0.2115821,MMS22L,0.045899045,2.1742494
RBKS,0.976103219,0.32263353,C1orf194,0.914774691,-1.2853638,MORF4L2,0.990013653,0.13250546,SEMA4B,0.994823576,0.22082673,SGPP2,0.887904902,-23.227,ZNF256,0.908714848,0.5826869,TOX,0.874930413,0.08117738,C5orf24,0.228453899,0.5247942,TBC1D20,0.045926368,0.73396283
MLLT11,0.976311595,0.1838003,THOC1,0.914761232,0.09725798,NCALD,0.990271254,0.14027107,BAIAP2,0.994888687,0.20189624,RFX2,0.887904902,-23.24086,MED7,0.908714848,0.23742004,ZSCAN21,0.875083883,0.61077386,ISYNA1,0.228464678,0.82607985,SMARCAD1,0.045935479,1.2739378
N4BP3,0.976348368,0.6651353,UBAP1L,0.914747773,-1.4333407,GNB5,0.990392479,0.043125518,ANO7,0.994921243,0.7355971,KIF18B,0.887904902,-22.374737,PPP1R13B,0.908827332,0.7599964,TIMM17A,0.875179804,0.07247416,AMMECR1,0.228507794,1.0784167,FAM172A,0.045949148,0.59877914
TMEM185B,0.976360625,0.2556014,MCF2L,0.914747773,-1.3718094,TRIM24,0.990483397,0.33837235,C11orf88,0.994921243,0.6103319,EBI3,0.887904902,-23.074896,SNX21,0.908827332,0.8765426,VANGL1,0.875198989,0.6310753,C3orf38,0.228658746,0.61417556,SLC10A3,0.046017545,0.9912929
LPCAT2,0.976446428,0.77769583,RAD54B,0.914720855,-1.2135984,GMCL1,0.990604622,0.13770865,AOX1,0.994921243,0.63147134,ZNF579,0.887904902,-23.31038,WDR62,0.908864826,2.4313445,PPIP5K2,0.875966426,0.33445656,STK39,0.228745037,1.2902062,DHX16,0.046017545,1.2770746
ZNF2,0.976470943,0.62449914,LANCL1,0.914707396,0.093046434,BEST1,0.990695541,0.23611861,SPTLC3,0.994937521,0.47854885,AARS2,0.887904902,-23.509018,ZNF175,0.908864826,0.8903379,TGM2,0.876081552,0.44993487,SAT2,0.228755825,0.20060094,CNN3,0.046054058,1.3580277
NTN4,0.976495458,0.65085316,KDM8,0.914693937,-1.3378175,SIRT3,0.990801613,0.2396469,STS,0.994953798,0.41184613,ERMN,0.887904902,-23.232061,ACVR1,0.908902321,0.38373023,CAPRIN2,0.876273434,0.43789858,DYRK2,0.22880977,0.6872526,NUP214,0.046090596,1.2664274
LTK,0.976519973,0.56770897,NDST1,0.914693937,-1.4963033,TXNRD1,0.990816767,0.11535392,FAM81B,0.994953798,0.3660848,BRDT,0.887904902,-23.354326,CD22,0.908939817,1.7956984,FAM78A,0.876311811,0.20761463,TBC1D2B,0.228928481,0.52654934,ZNF581,0.046150022,1.5176485
IGSF22,0.976519973,0.5039191,AMOT,0.914693937,-1.5289673,SAMM50,0.990877379,0.12670782,NPAS2,0.994953798,0.4553241,GPR174,0.887904902,-23.250637,PELI3,0.908939817,1.8002895,MFAP5,0.876388567,0.41707554,EEF2,0.229436195,0.6414134,IQSEC1,0.046154596,0.7475902
GAREM2,0.976544488,0.44762975,JAM3,0.914667019,-1.4088962,ZNF445,0.990892532,0.018263986,MS4A7,0.994953798,0.18941674,NAV1,0.887904902,-23.365469,ZNF467,0.908977312,0.7579261,ABCC10,0.876542081,0.45214564,GALNT1,0.229555138,0.793867,FAM168B,0.046273652,1.271944
PEX6,0.976569003,0.26749414,LRRN4CL,0.914667019,-1.507943,NARF,0.990907686,0.1136701,PTK6,0.994953798,0.5651291,STRADA,0.887904902,-23.264103,HEXIM2,0.909014808,0.85285705,TRAPPC2L,0.87656127,0.044779565,BTG1,0.229587584,0.36700514,TRIM13,0.046296577,0.93040234
